"areasymbol"|"lkey"|"areaname"|"mlraoffice"|"areaacres"|"mbrminx"|"mbrminy"|"mbrmaxx"|"mbrmaxy"
"MT606"|20909|"Flathead Indian Reservation Wilderness Area, Montana"|"Bozeman, MT"|110900|-114.027809028902|47.0564403607851|-113.666014866933|47.6842351058697
"MT607"|13038|"Big Horn County Area, Montana"|"Denver, CO"|3007400|-108.699866773883|44.9936000586749|-106.263709484859|46.0435231727651
"MT608"|13039|"Blaine County and Part of Phillips County Area, Montana"|"St. Paul, MN"|2846300|-109.551832570885|47.7198645171401|-108.236234286724|49.0003579945574
"MT609"|11255|"Broadwater County Area, Montana"|"Bozeman, MT"|551900|-111.787949091494|45.8332891360924|-111.22186815966|46.6538681145061
"MT610"|11256|"Big Hole Area - Part of Beaverhead County, Montana"|"Bozeman, MT"|315000|-113.678495887482|45.2049345640999|-113.085664218357|45.8853809374325
"MT611"|13040|"Carbon County Area, Montana"|"Bozeman, MT"|1067000|-109.609006126227|44.9994532354038|-108.098214405594|45.6386760779942
"MT612"|11257|"Horse Prairie-South Valley Area - Part of Beaverhead County, Montana"|"Bozeman, MT"|1151700|-113.456983295385|44.4473122461721|-111.538013536916|45.4352047812001
"MT613"|13041|"Cascade County Area, Montana"|"Bozeman, MT"|1534200|-112.047902688504|46.9133232605903|-110.639045828998|47.6987981266746
"MT614"|11258|"Red Rock Lakes Area - Part of Beaverhead County, Montana"|"Bozeman, MT"|322000|-112.437520799831|44.5651844884698|-111.537340822198|45.0005602047976
"MT615"|13042|"Chouteau County Area, Montana"|"St. Paul, MN"|2524600|-111.409301968989|47.4153133137304|-109.532857860799|48.3070617472313
"MT616"|11259|"Deer Lodge County Area, Montana"|"Bozeman, MT"|309600|-113.435010962322|45.7577000394188|-112.625876377009|46.2668582004646
"MT617"|11260|"Upper Flathead Valley Area, Montana"|"Bozeman, MT"|235100|-114.460518635801|48.0515033357886|-113.942093917163|48.4371322510377
"MT618"|11261|"Flathead County Area and Part of Lincoln County, Montana"|"Bozeman, MT"|283700|-115.10585310531|47.885209804843|-114.038395114995|48.2262350903984
"MT619"|11262|"Flathead National Forest Area, Montana"|"Bozeman, MT"|1671800|-114.924607188469|47.5999326214567|-113.225839370183|49.0000064306139
"MT621"|11263|"Granite County Area, Montana"|"Bozeman, MT"|414400|-113.64087285235|46.1354392738883|-113.038199654997|46.8323059541067
"MT622"|11264|"Gallatin County Area, Montana"|"Bozeman, MT"|879100|-111.805569885941|45.1733696767994|-110.78385608302|46.2576486683727
"MT623"|11265|"Gallatin National Forest Area, Montana"|"Bozeman, MT"|1434000|-111.61956763124|44.4864213222578|-109.808833486718|46.2933722234801
"MT624"|13043|"Wheatland County Area, Montana"|"Bismark, ND (obsolete)"|840900|-110.281851886368|46.2186975780078|-109.38787642919|46.7151456950678
"MT627"|11266|"Jefferson County Area and Part of Silver Bow County, Montana"|"Bozeman, MT"|603500|-112.463884660725|45.7444176639554|-111.65997577515|46.5691302066016
"MT629"|11267|"Lake County Area, Montana"|"Bozeman, MT"|731500|-114.604714648885|47.1381707927008|-113.821460174278|48.0625590562668
"MT630"|11268|"Lewis and Clark County Area, Montana"|"Bozeman, MT"|1223900|-112.795984109225|46.5148179718974|-111.631668129171|47.6522737068118
"MT631"|11269|"Helena National Forest Area, Montana"|"Bozeman, MT"|966100|-112.902132915477|46.2230549838974|-111.075856148793|47.1912666298165
"MT632"|11270|"Lewis and Clark National Forest Area, Montana"|"Bozeman, MT"|1484600|-113.357478675956|46.1543167942192|-109.009716611667|48.4128298734284
"MT633"|20906|"Bob Marshall, Scapegoat, Great Bear, and Mission Mtn. Wilderness Area, Montana"|"Bozeman, MT"|1598500|-113.96734950521|47.0709245722636|-112.543965237374|48.4953258419706
"MT634"|11272|"Kootenai National Forest Area, Montana-Idaho"|"Bozeman, MT"|2788300|-116.201124302537|47.6171919346803|-114.671535945803|49.0010062548163
"MT635"|11273|"Deer Lodge National Forest Area, Montana"|"Bozeman, MT"|1184000|-113.824083499151|45.5642072501286|-111.848869053017|46.6875759427475
"MT636"|11274|"Madison County Area, Montana"|"Bozeman, MT"|1633300|-112.705290438375|44.7083975663974|-111.351010042755|45.8587150231515
"MT637"|11275|"Meagher County Area, Montana"|"Bozeman, MT"|972600|-111.703856011388|46.1919704621132|-110.27316809579|47.0010556713138
"MT638"|11276|"Missoula County Area, Montana"|"Bozeman, MT"|1293900|-114.675045948778|46.6315054446549|-113.302497140645|47.6002398841728
"MT639"|11277|"Sweet Grass County Area, Montana"|"Bozeman, MT"|904100|-110.29307433404|45.5461241433841|-109.417339410079|46.2207165690117
"MT640"|11278|"Absaroka-Beartooth Wilderness Area, Montana, Western Part"|"Bozeman, MT"|607000|-110.781466869761|45.0016131889871|-109.555834121148|45.6061066972194
"MT641"|13044|"Phillips County Area, Montana"|"St. Paul, MN"|3212200|-108.891048785515|47.4494349195463|-107.179784438054|49.000152866717
"MT642"|11288|"Absaroka-Beartooth Wilderness Area, Montana, Eastern Part"|"Bozeman, MT"|509000|-110.15662351664|45.0027916963197|-109.234163577692|45.5651135414612
"MT643"|13045|"Powder River Area, Montana"|"Denver, CO"|2212500|-106.479679507303|44.993261608962|-104.981313015282|45.7886664699987
"MT644"|11279|"Powell County Area, Montana"|"Bozeman, MT"|852500|-113.303172354217|46.2657134229661|-112.305726897462|47.135963583531
"MT645"|11280|"Bitterroot Valley Area, Montana"|"Bozeman, MT"|369500|-114.261533159304|45.7855530516307|-113.814645058929|46.6610342600456
"MT647"|11282|"Bitterroot National Forest Area, Montana"|"Bozeman, MT"|1160600|-114.566464747461|45.4590501785255|-113.515441739806|46.6920777803482
"MT649"|13046|"Rosebud County Area and Part of Big Horn County, Montana"|"Denver, CO"|3316600|-107.897894874145|45.1772618190916|-106.086483248335|46.8596391283091
"MT651"|11283|"Sanders and Parts of Lincoln and Flathead Counties, Montana"|"Bozeman, MT"|945500|-116.049196463107|47.1207945817022|-114.17956826285|48.2178990282088
"MT655"|13047|"Stillwater County Area, Montana"|"Denver, CO"|962200|-109.932236739524|45.2900769522304|-108.843067824332|46.1323534344047
"MT657"|13048|"Choteau-Conrad Area; Parts of Teton and Pondera Counties, Montana"|"St. Paul, MN"|2016200|-112.891489313933|47.5001059936932|-111.408675366788|48.4866643247803
"MT661"|13049|"Roosevelt and Daniels Counties, Montana"|"St. Paul, MN"|2430600|-106.151836704057|47.9960700169451|-104.043965817481|48.9998826077439
"MT663"|20908|"Glacier National Park Area - Parts of Glacier and Flathead Counties, Montana"|"Bozeman, MT"|1017900|-114.474518955559|48.2337122303655|-113.241872770011|49.0000535543106
"MT664"|11285|"Yellowstone National Park, Wyoming-Montana-Idaho"|"Bozeman, MT"|2136121|-111.156131497548|44.4768332649393|-109.997875869871|45.1088375780479
"MT666"|13050|"Golden Valley County Area, Montana"|"Denver, CO"|728500|-109.654285065207|46.0445377292832|-108.77868618879|46.7513146743641
"MT669"|11286|"Park County Area, Montana"|"Bozeman, MT"|757800|-111.046511112233|45.1294579071533|-110.217450546077|46.1991547638041
"MT670"|11287|"Silver Bow County Area and Parts of Beaverhead and Jefferson Counties, Montana"|"Bozeman, MT"|317500|-113.088291800128|45.6250101974599|-112.356738416681|46.193420697269
"MXNL001"|20718|"Predio El Jabali, parts of Lampazos de Naranjo, Nuevo Leon and Progresso, Coahuila Municipalities, Mexico"|"Temple, TX"|34733|-100.875288975|27.077945802|-100.766136108|27.1987530330001
"NC001"|11178|"Alamance County, North Carolina"|"Raleigh, NC"|278419|-79.5425129005464|35.8434099530774|-79.237054300321|36.2478379129023
"NC003"|10976|"Alexander County, North Carolina"|"Raleigh, NC"|168538|-81.3440931856678|35.7792063447317|-81.0036256981758|36.0457195926193
"NC005"|14792|"Alleghany County, North Carolina"|"Morgantown, WV"|150093|-81.3550044569705|36.3659720742218|-80.9017820225765|36.5749980179895
"NC007"|10977|"Anson County, North Carolina"|"Raleigh, NC"|343833|-80.3204712795762|34.8065288411463|-79.8485428098936|35.2112861791168
"NC009"|14793|"Ashe County, North Carolina"|"Morgantown, WV"|272743|-81.7420263933603|36.2404013991989|-81.2440347146936|36.5883316038596
"NC011"|14794|"Avery County, North Carolina"|"Morgantown, WV"|158124|-82.0809316816246|35.9114744617155|-81.7356527731705|36.2871107247683
"NC013"|10978|"Beaufort County, North Carolina"|"Raleigh, NC"|612980|-77.1954708790597|35.2160250845978|-76.4672942764198|35.7395064214474
"NC015"|10979|"Bertie County, North Carolina"|"Raleigh, NC"|471379|-77.3273794703481|35.8122783017505|-76.607224256358|36.2467686064558
"NC017"|10980|"Bladen County, North Carolina"|"Raleigh, NC"|568205|-78.9019699479446|34.3674826635654|-78.1765380764214|34.8567673412635
"NC019"|10981|"Brunswick County, North Carolina"|"Raleigh, NC"|571513|-78.6509510941254|33.8400055043107|-77.9310861715694|34.3719222304828
"NC021"|14795|"Buncombe County, North Carolina"|"Morgantown, WV"|422483|-82.887874834316|35.4165284526867|-82.1691203559103|35.8232151574666
"NC023"|10982|"Burke County, North Carolina"|"Raleigh, NC"|329696|-81.9870006438498|35.5578946874988|-81.3638483294633|35.9997161429801
"NC025"|10983|"Cabarrus County, North Carolina"|"Raleigh, NC"|233312|-80.7871203633913|35.1848885327614|-80.2953852762394|35.5074143547377
"NC027"|15295|"Caldwell County, North Carolina"|"Morgantown, WV"|303661|-81.8115338368107|35.757090341998|-81.328362704432|36.122501343004
"NC029"|10985|"Camden County, North Carolina"|"Raleigh, NC"|203770|-76.5419323491248|36.0964312992438|-75.8870385708588|36.5506328226861
"NC031"|10986|"Carteret County, North Carolina"|"Raleigh, NC"|673625|-77.1676367887504|34.5824192523329|-76.0133392623647|35.2157579243809
"NC033"|11179|"Caswell County, North Carolina"|"Raleigh, NC"|274183|-79.5320561797568|36.2421376164818|-79.1380040110983|36.5419214204153
"NC035"|10989|"Catawba County, North Carolina"|"Raleigh, NC"|264422|-81.5334087488311|35.5479668452277|-80.9252516694494|35.8292785056898
"NC037"|10990|"Chatham County, North Carolina"|"Raleigh, NC"|453607|-79.5559831325932|35.5151230681978|-78.9063634588236|35.8769261842342
"NC039"|14796|"Cherokee County, North Carolina"|"Morgantown, WV"|298707|-84.3216367202451|34.9871171784665|-83.6902205374108|35.2923608463347
"NC041"|16898|"Chowan County, North Carolina"|"Raleigh, NC"|154784|-76.7371769341917|35.9743779931971|-76.3969841859905|36.3511096091037
"NC043"|14797|"Clay County, North Carolina"|"Morgantown, WV"|141126|-84.0056361775523|34.9865468885379|-83.4828803294525|35.16117851958
"NC045"|10991|"Cleveland County, North Carolina"|"Raleigh, NC"|299769|-81.7683470204443|35.1633976029644|-81.3211981459587|35.5847164453263
"NC047"|10992|"Columbus County, North Carolina"|"Raleigh, NC"|609882|-79.0711538370935|33.9444002609623|-78.162321185502|34.4843141732173
"NC049"|10993|"Craven County, North Carolina"|"Raleigh, NC"|487213|-77.473814460835|34.8313528613525|-76.6234483210112|35.4189925803844
"NC051"|16896|"Cumberland County, North Carolina"|"Raleigh, NC"|421414|-79.1129732189933|34.8348281934125|-78.4947087160674|35.2668592697183
"NC053"|10994|"Currituck County, North Carolina"|"Raleigh, NC"|281082|-76.3130724452775|36.0288055846153|-75.7630462013854|36.5506237846171
"NC055"|10995|"Dare County, North Carolina"|"Raleigh, NC"|800601|-76.0276051275527|35.1405740545755|-75.4001215396473|36.244990689081
"NC057"|10996|"Davidson County, North Carolina"|"Raleigh, NC"|362611|-80.4876055372694|35.5041695725359|-80.043278519545|36.0267981402323
"NC059"|10997|"Davie County, North Carolina"|"Raleigh, NC"|170797|-80.7076880747705|35.7432671038803|-80.3650907371583|36.0629442609256
"NC061"|16435|"Duplin County, North Carolina"|"Raleigh, NC"|524429|-78.2005416893177|34.7101939770748|-77.6509850338381|35.1939533111679
"NC063"|11000|"Durham County, North Carolina"|"Raleigh, NC"|191066|-79.016426268995|35.8632214410522|-78.6989847133302|36.2392390872777
"NC065"|17482|"Edgecombe County, North Carolina"|"Raleigh, NC"|323641|-77.8283202311015|35.6772548310324|-77.3406968020153|36.154440565433
"NC067"|11002|"Forsyth County, North Carolina"|"Raleigh, NC"|264909|-80.5162755247358|35.9727331672042|-80.0351056714512|36.2615768120775
"NC069"|11003|"Franklin County, North Carolina"|"Raleigh, NC"|316755|-78.5465753394833|35.817698374205|-78.0065068334602|36.2660979188721
"NC071"|11004|"Gaston County, North Carolina"|"Raleigh, NC"|232890|-81.4552003850703|35.1482310885881|-80.9229989343399|35.4197412611038
"NC073"|11005|"Gates County, North Carolina"|"Raleigh, NC"|221088|-76.9506279746638|36.2961491150132|-76.4537174719656|36.552156696286
"NC075"|14798|"Graham County, North Carolina"|"Morgantown, WV"|193018|-84.0382004063598|35.2168981504618|-83.5822651580967|35.4665653593188
"NC077"|11006|"Granville County, North Carolina"|"Raleigh, NC"|343744|-78.8076246148746|36.0219574244922|-78.4533682336001|36.542520415572
"NC079"|11007|"Greene County, North Carolina"|"Raleigh, NC"|170580|-77.8269816198089|35.3475452027647|-77.4744275799131|35.6523848789155
"NC081"|11008|"Guilford County, North Carolina"|"Raleigh, NC"|420697|-80.0469195584964|35.899934169389|-79.53242632606|36.2572034843879
"NC083"|11009|"Halifax County, North Carolina"|"Raleigh, NC"|468026|-78.0065650044797|36.003722514139|-77.229692545279|36.5120964649189
"NC085"|11010|"Harnett County, North Carolina"|"Raleigh, NC"|384966|-79.2229766930241|35.1918318155898|-78.5299799686118|35.5833823103929
"NC089"|14799|"Henderson County, North Carolina"|"Morgantown, WV"|239936|-82.7451500016002|35.1447158300911|-82.2611679099807|35.500204519449
"NC091"|11011|"Hertford County, North Carolina"|"Raleigh, NC"|231738|-77.2092778406231|36.2381243594718|-76.6893444175029|36.5463825471763
"NC093"|16897|"Hoke County, North Carolina"|"Raleigh, NC"|251238|-79.4592415925425|34.8336763431043|-79.0346959294236|35.2137867029982
"NC095"|11012|"Hyde County, North Carolina"|"Raleigh, NC"|871136|-76.6380676689818|35.0060406068793|-75.7365620176649|35.7053022295586
"NC097"|11014|"Iredell County, North Carolina"|"Raleigh, NC"|380045|-81.1119557887143|35.4883998313257|-80.692716995917|36.0579333712619
"NC099"|14800|"Jackson County, North Carolina"|"Morgantown, WV"|316877|-83.3636953475296|35.0007042811981|-82.9192236441492|35.5263017165178
"NC101"|11015|"Johnston County, North Carolina"|"Raleigh, NC"|510137|-78.7094064150755|35.254714569255|-78.0647696050274|35.8176983742049
"NC103"|11016|"Jones County, North Carolina"|"Raleigh, NC"|301191|-77.7305050207558|34.7806287522524|-77.0493634831476|35.242966518712
"NC105"|11017|"Lee County, North Carolina"|"Raleigh, NC"|166099|-79.3598565833547|35.3071953306602|-78.9705775608085|35.6282119193125
"NC107"|11018|"Lenoir County, North Carolina"|"Raleigh, NC"|257549|-77.8342638068371|35.0077011769332|-77.3908247655012|35.4267951195226
"NC109"|11019|"Lincoln County, North Carolina"|"Raleigh, NC"|196262|-81.5378759692141|35.4000542092748|-80.9394938643445|35.5701678104052
"NC111"|14801|"McDowell County, North Carolina"|"Morgantown, WV"|283450|-82.2951262124385|35.5179974670538|-81.8241256096793|35.9599552314061
"NC113"|14802|"Macon County, North Carolina"|"Morgantown, WV"|332467|-83.7379600144162|34.9930750656197|-83.1084962900314|35.3310886427896
"NC115"|14803|"Madison County, North Carolina"|"Morgantown, WV"|288838|-82.96307227433|35.6782105214765|-82.4084115379535|36.0659192540674
"NC117"|11020|"Martin County, North Carolina"|"Raleigh, NC"|299687|-77.412581705135|35.6586391438738|-76.7630154028983|36.0715328869392
"NC119"|11021|"Mecklenburg County, North Carolina"|"Raleigh, NC"|351661|-81.0601034353058|35.001874141073|-80.5502914332128|35.5147019145013
"NC121"|14804|"Mitchell County, North Carolina"|"Morgantown, WV"|142080|-82.4167453462592|35.8237650197598|-81.979068180091|36.1591372897242
"NC123"|11022|"Montgomery County, North Carolina"|"Raleigh, NC"|320992|-80.1827748692015|35.137072795955|-79.6142325019592|35.5116514433621
"NC125"|11023|"Moore County, North Carolina"|"Raleigh, NC"|451552|-79.7682780419173|35.0429683237509|-79.0959428640853|35.5180874135152
"NC127"|11024|"Nash County, North Carolina"|"Raleigh, NC"|347161|-78.2566914599921|35.7276836272296|-77.6981604827556|36.2026634157338
"NC129"|11025|"New Hanover County, North Carolina"|"Raleigh, NC"|140973|-78.029962949576|33.9280619491634|-77.7137326260532|34.3891380038221
"NC131"|11026|"Northampton County, North Carolina"|"Raleigh, NC"|351757|-77.9000058463291|36.1652577626494|-77.0661577176318|36.5473447488366
"NC133"|11027|"Onslow County, North Carolina"|"Raleigh, NC"|524934|-77.6858411823866|34.4404113029258|-77.0965913276321|34.9845806992932
"NC135"|11028|"Orange County, North Carolina"|"Raleigh, NC"|256646|-79.2643308707286|35.8608211965743|-78.950606867347|36.2439118214893
"NC137"|11029|"Pamlico County, North Carolina"|"Raleigh, NC"|368186|-76.9876626109948|34.9503813777874|-76.2761721881854|35.3604226936235
"NC139"|11031|"Pasquotank County, North Carolina"|"Raleigh, NC"|185203|-76.4914197935801|36.0596073021913|-76.0212768089326|36.5106665938823
"NC141"|11032|"Pender County, North Carolina"|"Raleigh, NC"|562381|-78.2724351334088|34.2924929587959|-77.5179723740864|34.7326341861125
"NC143"|16899|"Perquimans County, North Carolina"|"Raleigh, NC"|208845|-76.5898213492538|36.0188440091291|-76.1579843633321|36.3780996831056
"NC145"|11033|"Person County, North Carolina"|"Raleigh, NC"|258707|-79.1537301258223|36.2360945369458|-78.7948876610972|36.542163999123
"NC147"|11034|"Pitt County, North Carolina"|"Raleigh, NC"|420173|-77.7006141685867|35.3279622320972|-77.0846421232765|35.8332528301964
"NC149"|11035|"Polk County, North Carolina"|"Raleigh, NC"|152928|-82.359140313685|35.1849439565544|-81.9628075811016|35.4094682194068
"NC151"|11036|"Randolph County, North Carolina"|"Raleigh, NC"|505254|-80.0669317297195|35.5058757968172|-79.5417684456574|35.9206609272147
"NC153"|11037|"Richmond County, North Carolina"|"Raleigh, NC"|306938|-80.0757179599744|34.8048873433181|-79.4592415925425|35.1838505396638
"NC155"|11038|"Robeson County, North Carolina"|"Raleigh, NC"|608377|-79.4614631938198|34.2994379968786|-78.8055275606557|34.9536360006509
